LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
"e $150,000-350,000","STOYANOV AND HYMAS, INC.",101 CONVENTION CENTER DR SUITE 900,LAS VEGAS,NV,89169,541890,Corporation,Unanswered,Unanswered,Unanswered,,23,05/01/2020,"Bank of America, National Association",NV-01
"e $150,000-350,000",STRAIGHTLINE COMPANIES LLC,"8461 FARM RD, STE 120-120",LAS VEGAS,NV,89131,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,62,05/03/2020,"Bank of America, National Association",NV-04
"e $150,000-350,000",STREAMLINE LLC,3030 S Durango,LAS VEGAS,NV,89117,522310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,04/06/2020,Lexicon Bank,NV-03
"e $150,000-350,000","STREAMLINE MEDIA LAS VEGAS, INC.",1980 Festival Plaza Dr; Suite 340,LAS VEGAS,NV,89135,541810,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,33,04/15/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",STRONG MAN SERVICES INC,3111 s valley view blvd N101,Las Vegas,NV,89102,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,27,05/14/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000",SUDDEN IMPACT AUTO BODY COLLISION REPAIR INC,3595 BOULDER HIGHWAY,LAS VEGAS,NV,89121,811121,Corporation,Unanswered,Unanswered,Unanswered,,19,04/28/2020,West Valley National Bank,NV-01
"e $150,000-350,000",SUGAR FACTORY BRAVERN LLC,9179 W Flamingo Rd,LAS VEGAS,NV,89147,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31,04/29/2020,Lexicon Bank,NV-03
"e $150,000-350,000","SUGAR FACTORY, LLC",9179 W Flamingo Rd Ste 110,Las Vegas,NV,89147,445292,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,05/01/2020,"JPMorgan Chase Bank, National Association",NV-03
"e $150,000-350,000",SUKAR AND SONS OF NEVADA,2657 N. LAS VEGAS BLVD,NORTH LAS VEGAS,NV,89030,517911,Corporation,Unanswered,Unanswered,Unanswered,,41,04/15/2020,SouthPoint Bank,NV-01
"e $150,000-350,000","SUMMERLIN VISION CENTERS, INC",4285 N TEE PEE LN,LAS VEGAS,NV,89129,621320,Corporation,Black or African American,Male Owned,Non-Veteran,,14,04/27/2020,Valley Bank of Nevada,NV-04
"e $150,000-350,000",SUMMIT PARTNERS LLC,3070 E Post Rd Ste 100,LAS VEGAS,NV,89120,423430,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,04/27/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000","SUN CITY ANIMAL HOSPITAL, LLC",9320 W LAKE MEAD BLVD,LAS VEGAS,NV,89134,541940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,37,04/27/2020,Western Alliance Bank,NV-04
"e $150,000-350,000","SUN PROPERTY MANAGEMENT, LLC",6140 BRENT THURMAN WAY #140,LAS VEGAS,NV,89148,531312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,04/13/2020,City National Bank,NV-03
"e $150,000-350,000","SUN VALLEY SURGERY CENTER, LLC",4090 N Martin Luther King Blvd,North Las Vegas,NV,89032,621493,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,27,04/27/2020,"Zions Bank, A Division of",NV-04
"e $150,000-350,000","SUNBURST SHUTTERS LAS VEGAS, INC.",5626 RAFAEL RIVERA WAY,LAS VEGAS,NV,89118,321918,Corporation,White,Male Owned,Non-Veteran,,40,04/08/2020,IncredibleBank,NV-03
"e $150,000-350,000","SUNBURST SHUTTERS NEVADA, INC.",5626 RAFAEL RIVERA WAY,LAS VEGAS,NV,89118,321918,Corporation,White,Male Owned,Non-Veteran,,12,04/08/2020,IncredibleBank,NV-03
"e $150,000-350,000",SUNKMA INC,3949 S Maryland Pkwy,LAS VEGAS,NV,89119,722511,Corporation,Unanswered,Unanswered,Unanswered,,27,04/14/2020,"Citibank, N.A.",NV-01
"e $150,000-350,000","SUNNY BRITE, LLC",4785 PROCYON ST,LAS VEGAS,NV,89103,812320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,40,05/03/2020,"U.S. Bank, National Association",NV-01
"e $150,000-350,000",SUNRISE PARTNERS LLC,8975 S EASTERN AVE STE 6,LAS VEGAS,NV,89123,237990,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,30,05/01/2020,"JPMorgan Chase Bank, National Association",NV-03
"e $150,000-350,000",SUNSET RIDGE SURGERY CENTER LLC,8352 W. WARM SPRINGS RD,LAS VEGAS,NV,89113,621493,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/11/2020,Las Colinas FCU,NV-03
"e $150,000-350,000",SUNSHINE VALLEY HEALTH CARE-WESLEY J. ROBERTSON M.D PROF COR,7455 W WASHINGTON AVE Suite 300,LAS VEGAS,NV,89128,621111,Corporation,Unanswered,Male Owned,Non-Veteran,,32,04/29/2020,First Savings Bank,NV-01
"e $150,000-350,000",SUNSTONE BUILDING SPECIALTIES,6380 SOUTH VALLEY VIEW BLVD. SUITE 320,LAS VEGAS,NV,89118,444110,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-03
"e $150,000-350,000",SUPERIOR EVENT SERVICES LLC,5255 DECATUR BLVD,LAS VEGAS,NV,89118,722320,Corporation,Unanswered,Male Owned,Non-Veteran,,32,04/14/2020,Bank of George,NV-03
"e $150,000-350,000","SUPERIOR MORTGAGE LENDING, LLC",8867 W FLAMINGO RD STE 200,LAS VEGAS,NV,89147,522310,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,18,05/01/2020,"JPMorgan Chase Bank, National Association",NV-03
"e $150,000-350,000",SUPERIOR TRAFFIC SERVICES,4337 w sunset blvd,las vegas,NV,89118,926120,Corporation,Unanswered,Unanswered,Unanswered,,12,04/27/2020,"OneWest Bank, A Division of",NV-03
"e $150,000-350,000",SUPREME BALLERS BASKETBALL,9021 GLENISTAR GATE AVE,LAS VEGAS,NV,89143,624190,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,15,05/01/2020,"Bank of America, National Association",NV-04
"e $150,000-350,000","SURF CITY MILLWORK, LLC",10620 SOUTHERN HIGHLANDS PKWY # 110407,LAS VEGAS,NV,89141,321918,Corporation,Unanswered,Unanswered,Unanswered,,10,05/03/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000",SUSHI FREAK,8665 W. FLAMINGO #127,LAS VEGAS,NV,89147,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/28/2020,"Wells Fargo Bank, National Association",NV-03
"e $150,000-350,000",SVINN CO,3125 MARCO ST,LAS VEGAS,NV,89115,,Corporation,Unanswered,Unanswered,Unanswered,,14,05/03/2020,"U.S. Bank, National Association",NV-01
"e $150,000-350,000",SVS SECURITY L.L.C,410 S.RAMPART BLVD.,LAS VEGAS,NV,89145,561612,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,42,05/03/2020,"Bank of America, National Association",NV-01
"e $150,000-350,000","SW PRODUCTIONS, LLC",10690 Southern Highlands Pkwy Suite 103,LAS VEGAS,NV,89141,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,47,04/10/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000","SWAN & GARDINER, LLC",9005 W SAHARA AVE,LAS VEGAS,NV,89117,541219,Corporation,Unanswered,Male Owned,Non-Veteran,,12,04/29/2020,Valley Bank of Nevada,NV-03
"e $150,000-350,000",SWANNING LIMITED,4791 Polaris Ave Suite E.,Las Vegas,NV,89103,722310,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,63,08/07/2020,Lexicon Bank,NV-01
"e $150,000-350,000","SWARTS, MANNING & ASSOCIATES, INC.",10091 PARK RUN DR SUITE 20,LAS VEGAS,NV,89145,524210,Corporation,Unanswered,Unanswered,Unanswered,,25,04/09/2020,IncredibleBank,NV-01
"e $150,000-350,000","SWCHINATOWN, LLC",4480 spring mountain rd,las vegas,NV,89102,445299,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36,04/27/2020,Greater Nevada CU,NV-01
"e $150,000-350,000",SWEET POKE MANAGEMENT INC.,5655 CENTENNIAL CENTER BLVD. #120,LAS VEGAS,NV,89149,722513,Corporation,Unanswered,Male Owned,Non-Veteran,,58,04/15/2020,Open Bank,NV-04
"e $150,000-350,000",SWR INVESTMENTS LLC,801 S RANCHO DR C-1,LAS VEGAS,NV,89106,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,04/16/2020,Western Alliance Bank,NV-01
"e $150,000-350,000","SYB, LLC",9300 Sun City Blvd #103,LAS VEGAS,NV,89134,624120,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,,04/16/2020,First Bank of the Lake,NV-04
"e $150,000-350,000","SYLVESTER & POLEDNAK, LTD. A PROFESSIONAL CORPORATION",1731 VILLAGE CENTER CIR,LAS VEGAS,NV,89134,541110,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,9,04/27/2020,Valley Bank of Nevada,NV-04
"e $150,000-350,000",SYNTHETIC TURF PRODUCTS INC DBA GREEN,4205 W TOMPKINS AVE STE 1,LAS VEGAS,NV,89103,561730,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,24,05/01/2020,"JPMorgan Chase Bank, National Association",NV-01
"e $150,000-350,000","SYUS, LLC",7501 W LAKE MEAD BLVD STE 120,LAS VEGAS,NV,89128,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,21,04/27/2020,Western Alliance Bank,NV-01
"e $150,000-350,000",T & R ENTERPRISES INC,124-356 7380 S EASTERN AVE STE 124,LAS VEGAS,NV,89123,453998,Corporation,Unanswered,Unanswered,Unanswered,,6,05/18/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000",T &AMP; J INVESTMENTS LLC,8080 AL CARRISON ST,LAS VEGAS,NV,89131,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,05/03/2020,"Bank of America, National Association",NV-04
"e $150,000-350,000",T AND V PLASTER INC,320 SANDHILL RD N,LAS VEGAS,NV,89110,238390,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20,05/01/2020,"U.S. Bank, National Association",NV-01
"e $150,000-350,000","T&M CONTROLS, INC",COMMERCE PARK CT270 Commerce Park Court,NORTH LAS VEGAS,NV,89032,238210,Corporation,Unanswered,Unanswered,Unanswered,,20,04/07/2020,"Zions Bank, A Division of",NV-04
"e $150,000-350,000","T.P. HERITAGE INN OF LAS VEGAS, LLC",4920 Dean Martin Drive,LAS VEGAS,NV,89118,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,24,04/07/2020,Hickory Point Bank and Trust,NV-03
"e $150,000-350,000",T3I SOLUTIONS LLC,9205 W. Russell Rd Suite 240,Las Vegas,NV,89148,541330,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,,9,05/06/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",TABA PERSONAL CARE,5160 S D,LAS VEGAS,NV,89119,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36,05/26/2020,Cross River Bank,NV-01
"e $150,000-350,000",TABARES ENTERTAINMENT INC,4239 West Mardon Ave,Las Vegas,NV,89139,812990,Corporation,Unanswered,Male Owned,Non-Veteran,,45,04/13/2020,"Readycap Lending, LLC",NV-03
"e $150,000-350,000",TACOS & BEER LLC,3900 Paradise Rd. Suite A,Las Vegas,NV,89169,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,73,04/28/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000",TAHOE SPRTINGS LLC.,3300 MEADE AVE,LAS VEGAS,NV,89102,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,31,05/03/2020,"U.S. Bank, National Association",NV-01
"e $150,000-350,000","TAHOEHOLDINGS,INC.",3725 W. Russell Rd,Las Vegas,NV,89118,423850,Corporation,Unanswered,Unanswered,Unanswered,,20,05/03/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000","TANDEM NEVADA, INC",6445 S Tenaya Way Ste 155,LAS VEGAS,NV,89113,541410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,04/29/2020,First Bank of the Lake,NV-03
"e $150,000-350,000","TARGET GROUP, INC.",9402 Del Webb Blvd,LAS VEGAS,NV,89134,621610,Corporation,Unanswered,Female Owned,Non-Veteran,,,04/16/2020,First Bank of the Lake,NV-04
"e $150,000-350,000",TARYN C GRIFFITH DVM LLC,3475 E FLAMINGO RD STE 500,LAS VEGAS,NV,89121,541940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,05/01/2020,"Bank of America, National Association",NV-01
"e $150,000-350,000",TASK FORCE GUARDIAN ANGEL,5624 Shadow Bend Drive,Las Vegas,NV,89135,621111,Professional Association,Unanswered,Unanswered,Unanswered,,,05/20/2020,Celtic Bank Corporation,NV-03
"e $150,000-350,000",TBG NETWORK SERVICES,900 S Pavilion Center Dr.  Suite 155,Las Vegas,NV,89144,,Corporation,Unanswered,Unanswered,Unanswered,,20,05/03/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",TCI EVENT RENTALS INC,3290 S HIGHLAND DR,LAS VEGAS,NV,89120,532420,Corporation,Unanswered,Male Owned,Non-Veteran,,0,07/20/2020,"Wells Fargo Bank, National Association",NV-03
"e $150,000-350,000","TCWA, INC",6351 HINSON ST,LAS VEGAS,NV,89118,444110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17,05/03/2020,"U.S. Bank, National Association",NV-03
"e $150,000-350,000",TECHNICAL EVENT KINETEICS,5940 S RAINBOW BLVD STE 400 # 18734,LAS VEGAS,NV,89118,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/30/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000",TECHNICOAT MANAGEMENT INC,6879 SPEEDWAY BLVD,LAS VEGAS,NV,89115,238390,Corporation,White,Unanswered,Unanswered,,24,04/14/2020,Valley Bank of Nevada,NV-01
"e $150,000-350,000",TELESECURITY SCIENCES INC,2500 N Buffalo Dr Suite 150,LAS VEGAS,NV,89128,511210,Corporation,Unanswered,Unanswered,Unanswered,,7,04/08/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000",TEMD INC,3311 S Rainbow Blvd STE 112,LAS VEGAS,NV,89146,722511,Corporation,Unanswered,Unanswered,Unanswered,,,04/28/2020,Cache Valley Bank,NV-01
"e $150,000-350,000",TEN SAINTS SPE LLC,9115 W. RUSSELL RD STE 210,LAS VEGAS,NV,89148,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31,04/14/2020,Glacier Bank,NV-03
"e $150,000-350,000",TEN SAINTS TAVERN LLC,9115 W RUSSELL RD,LAS VEGAS,NV,89148,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,04/28/2020,Meadows Bank,NV-03
"e $150,000-350,000","TENAYA SURGICAL CENTER, LLC",2800 N TENAYA WAY STE 101,LAS VEGAS,NV,89128,621493,Corporation,White,Male Owned,Unanswered,,11,04/07/2020,Meadows Bank,NV-01
"e $150,000-350,000","TERESITA LU MELOCOTON, MD, A PROF CORP",3701 CHARLESTON BLVD W,LAS VEGAS,NV,89102,621111,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,22,04/30/2020,"U.S. Bank, National Association",NV-01
"e $150,000-350,000","TEXTBROKER INTERNATIONAL, LLC",8076 W Sahara Ave Fl 2 0.0,Las Vegas,NV,89117,541613,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,34,04/10/2020,"JPMorgan Chase Bank, National Association",NV-03
"e $150,000-350,000",THE ABRAMS LAW FIRM LLC,6252 S. Rainbow Blvd. Ste 100,LAS VEGAS,NV,89118,541110,Corporation,Unanswered,Male Owned,Non-Veteran,,7,04/11/2020,City National Bank,NV-03
"e $150,000-350,000","THE AVANTI DOOR GROUP, INC.",4650 S. DECATUR BLVD,LAS VEGAS,NV,89103,444190,Corporation,Unanswered,Unanswered,Unanswered,,24,04/14/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000",THE BEEF JERKY STORE LLC,112 N 3RD ST STE B,LAS VEGAS,NV,89101,445299,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,25,04/14/2020,City National Bank,NV-01
"e $150,000-350,000",THE BOILING CRAB VEGAS LLC,4025 S DECATUR,LAS VEGAS,NV,89103,722511,Corporation,Unanswered,Unanswered,Unanswered,,0,06/25/2020,"Wells Fargo Bank, National Association",NV-01
"e $150,000-350,000","THE BOURASSA LAW GROUP, LLC",2350 W CHARLESTON BLVD STE 101,LAS VEGAS,NV,89102,541110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,17,05/01/2020,"JPMorgan Chase Bank, National Association",NV-01
"e $150,000-350,000",THE BROADBAND GROUP,"900 South Pavilion Center Drive, Suite 155",Las Vegas,NV,89144,541690,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,05/03/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",THE CHAMPION CENTER OF LAS VEGAS,3551 E BONANZA RD STE 105,LAS VEGAS,NV,89110,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,50,04/27/2020,Western Alliance Bank,NV-01
"e $150,000-350,000","THE COMPOUND, LLC",3430 POLARIS AVE,LAS VEGAS,NV,89102,713990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,40,04/14/2020,Sunwest Bank,NV-01
"e $150,000-350,000","THE CRACK SHACK LAS VEGAS, LLC",3770 LAS VEGAS BLVD SOUTH,LAS VEGAS,NV,89109,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/11/2020,Western Alliance Bank,NV-01
"e $150,000-350,000",THE DAY ONE GROUP,3012 PLAZA DE MONTE,LAS VEGAS,NV,89102,722310,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,36,04/13/2020,Bank of George,NV-01
"e $150,000-350,000","THE DESIGN FACTORY, LLC",4318 W CHEYENNE AVE,NORTH LAS VEGAS,NV,89032,423990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,04/28/2020,Western Alliance Bank,NV-04
"e $150,000-350,000",THE DOCS LLC,"8352 W Warmsprigs Road, 3rd floor",Las Vegas,NV,89113,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,05/02/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",THE INVESTMENT COUNSEL COMPANY OF NEVADA,10000 W. Charleston Blvd. Suite 280,LAS VEGAS,NV,89135,523991,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,21,04/15/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",THE JIMMERSON LAW FIRM PC,415 S. 6th St Suite 100,LAS VEGAS,NV,89101,541110,Corporation,White,Male Owned,Non-Veteran,,10,04/09/2020,Western Alliance Bank,NV-01
"e $150,000-350,000",THE LAS VEGAS PHILHARMONIC,"2451 S Buffalo Dr, Suite 135",LAS VEGAS,NV,89117,711130,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,84,04/14/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000","THE MARKS LAW GROUP, LLP","1120 N. Town Center Drive, Suite 200",Las Vegas,NV,89144,541110,Partnership,Unanswered,Female Owned,Non-Veteran,,7,05/15/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",THE MODERN VEGAN LLC,2241 Geronimo Way,Las Vegas,NV,89169,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,06/01/2020,Celtic Bank Corporation,NV-01
"e $150,000-350,000","THE OFFICE SUPPLIERS, INC.",40 MOJAVE RD N,LAS VEGAS,NV,89101,453210,Corporation,Unanswered,Unanswered,Unanswered,,23,06/12/2020,"U.S. Bank, National Association",NV-01
"e $150,000-350,000","THE PARKING REIT, INC.",9130 West Post Rd,LAS VEGAS,NV,89148,531120,Corporation,Unanswered,Unanswered,Unanswered,,16,04/12/2020,KeyBank National Association,NV-03
"e $150,000-350,000",THE PARLOR LLC,7580 NORMAN ROCKWELL LN STE 110,LAS VEGAS,NV,89143,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27,05/03/2020,"Bank of America, National Association",NV-04
"e $150,000-350,000","THE PREMIUM CONNECTION, INC",6165 South Pecos,LAS VEGAS,NV,89120,453220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,19,04/15/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",THE RANGE USA LLC,5999 DEAN MARTIN DR,LAS VEGAS,NV,89118,454390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,29,04/13/2020,Meadows Bank,NV-03
"e $150,000-350,000",THE ROGICH COMMUNICATIONS GROUP,11920 SOUTHERN HIGHLANDS PKWY STE 301,LAS VEGAS,NV,89141,541611,Corporation,White,Male Owned,Non-Veteran,,10,04/15/2020,Western Alliance Bank,NV-03
"e $150,000-350,000","THE SOUND OF KNOWLEDGE, INC.",3137 W Tompkins Ave,LAS VEGAS,NV,89103,512290,Corporation,White,Male Owned,Non-Veteran,,11,04/05/2020,"Bank of Southern California, National Association",NV-01
"e $150,000-350,000",THE WEALTH CONSULTING GROUP LLC,8925 W Post Rd Ste 200,LAS VEGAS,NV,89148,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/08/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",THERAPY BLOCKS LLC,9260 West Sunset Road Suite 204,Las Vegas,NV,89178,621399,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,29,04/15/2020,"Readycap Lending, LLC",NV-03
"e $150,000-350,000",THOMAS FLOORS,3212 WEST DESERT INN ROAD,LAS VEGAS,NV,89102,238330,Corporation,Unanswered,Male Owned,Unanswered,,28,04/29/2020,Western Alliance Bank,NV-01
"e $150,000-350,000",THOMAS KIM MD LTD,4150 S. HUALAPAI WAY UNIT 4073,LAS VEGAS,NV,89147,621111,Corporation,Unanswered,Unanswered,Unanswered,,0,05/13/2020,"Wells Fargo Bank, National Association",NV-03
"e $150,000-350,000",THOMAS S KINTONIS DDS LTD,2461 PROFESSIONAL CT,LAS VEGAS,NV,89128,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,04/10/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000","THOMASON & ASSOCIATES, INC. DBA NATURAL GAS VEHICLE INSTITUT",3120 S DURANGO DR STE 304,LAS VEGAS,NV,89117,611710,Corporation,Unanswered,Unanswered,Unanswered,,12,04/07/2020,Western Alliance Bank,NV-03
"e $150,000-350,000","TIGER COMMUNICATIONS, LLC",6718 W Sunset Rd,LAS VEGAS,NV,89118,238210,Corporation,Unanswered,Female Owned,Non-Veteran,,21,04/09/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",TIMELESS COMMUNICATIONS CORP.,6000 S EASTERN AVE STE 14-J,LAS VEGAS,NV,89119,511120,Corporation,White,Male Owned,Non-Veteran,,19,04/08/2020,Meadows Bank,NV-01
"e $150,000-350,000","TIMELESS CUISINE, LLC",1130 S Casino Center Blvd #110,LAS VEGAS,NV,89104,722511,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,42,04/13/2020,Lexicon Bank,NV-01
"e $150,000-350,000","TIMOTHY SAUTER, MD LTD",8480 S Eastern Ave Suite F,Las Vegas,NV,89123,621111,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,20,04/28/2020,Greater Nevada CU,NV-03
"e $150,000-350,000","TINKER TOWN LEARN & PLAY CENTER, INC.",6200 SMOKE RANCH RD,LAS VEGAS,NV,89108,624410,Corporation,Unanswered,Female Owned,Non-Veteran,,0,05/01/2020,"Wells Fargo Bank, National Association",NV-01
"e $150,000-350,000",TJ MANUFACTURING LLC,2400 Western Ave,LAS VEGAS,NV,89102,811219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,04/06/2020,Lexicon Bank,NV-01
"e $150,000-350,000",TJC LANDSCAPE COMPANY L.L.C,3778 EDWARD AVE,LAS VEGAS,NV,89108,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,06/26/2020,"JPMorgan Chase Bank, National Association",NV-01
"e $150,000-350,000",TLC MODELING LLC,552 E. Charleston Blvd.,Las Vegas,NV,89104,541613,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,22,08/03/2020,CDC Small Business Finance Corporation,NV-01
